4.614304373326492681e-01
1.730217033729131715e-01
1.497410130442285991e-01
1.377466958935725239e-01
1.277416384165735164e-01
1.199555553146663261e-01
1.188941847555220199e-01
1.126831831225956898e-01
1.083940505642130014e-01
1.050286542489377445e-01
